possibleOriginalPartnumber;productcode;productname;productprice;addtocartbtn_replacement_text;productdescriptionshort;stockstatus;productweight;category;subCategory;url
6714810, 6714810;6714810;6714810;19.630;;VANE: COMPR,STG 10,;0;0.5;Aircraft Parts;, VANE;https://shop.boeing.com/aviation-supply/p/6714810=T5
6714811, 6714811;6714811;6714811;19.980;;VANE: COMPR,STG 11,;0;0.5;Aircraft Parts;ENGINES, VANE;https://shop.boeing.com/aviation-supply/p/6714811=T5
6714812, 6714812;6714812;6714812;21.420;;VANE: COMPR,STG 12,;0;0.5;Aircraft Parts;, VANE;https://shop.boeing.com/aviation-supply/p/6714812=T5
6714813, 6714813;6714813;6714813;20.600;;VANE: COMPR,STG 13,;758;0.5;Aircraft Parts;, VANE;https://shop.boeing.com/aviation-supply/p/6714813=T5
6714814, 6714814;6714814;6714814;15.970;;VANE: COMPR,STG 14,;1363;0.5;Aircraft Parts;ENGINES, VANE;https://shop.boeing.com/aviation-supply/p/6714814=T5
6714815, 6714815;6714815;6714815;16.090;;VANE: COMPR OUTLET,;692;0.5;Aircraft Parts;, VANE;https://shop.boeing.com/aviation-supply/p/6714815=T5
6716338, 6716338;6716338;6716338;73.670;;BUSHING:,;73;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6716338=T5
6716825, 6716825;6716825;6716825;60.900;;BEARING: SLEEVE,CU, REAR SCAV PUMP DR GR;55;0.5;Aircraft Parts;, BEARING;https://shop.boeing.com/aviation-supply/p/6716825=T5
6716838, 6716838;6716838;6716838;149.960;;BUSHING - .250X.375X,;93;0.5;Aircraft Parts;, BUSHING - .250X.375X,;https://shop.boeing.com/aviation-supply/p/6716838=T5
6716898, 6716898;6716898;6716898;332.150;;BEARING:,;0;0.5;Aircraft Parts;ENGINES, BEARING;https://shop.boeing.com/aviation-supply/p/6716898=T5
6717147, 6717147, 6717147;6717147;6717147;25.400;;WASHER:,;1336;0.5;Aircraft Parts, Hardware;, , WASHER;https://shop.boeing.com/aviation-supply/p/6717147=T5
6717196, 6717196;6717196;6717196;41.580;;WASHER:,;348;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6717196=T5
6718476, 6718476, 6718476;6718476;6718476;18.840;;TERMINAL: ALUMEL,;67;0.5;Aircraft Parts, Misc;"ENGINES, TERMINAL: ALUMEL;, TERMINAL";https://shop.boeing.com/aviation-supply/p/6718476=64
6718609, 6718609;6718609;6718609;2.540;;WASHER:,;101;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6718609=T5
6718937, 6718937;6718937;6718937;20.580;;SPRING - CHECK VALVE,;36;0.5;Aircraft Parts;, SPRING - CHECK VALVE,;https://shop.boeing.com/aviation-supply/p/6718937=T5
6719546, 6719546, 6719546;6719546;6719546;8.290;;SPACER: SLEEVE,ST, .2813X.500;271;0.5;Aircraft Parts, Misc;"ENGINES, SPACER: SLEEVE;ST; .2813X.500, SPACER";https://shop.boeing.com/aviation-supply/p/6719546=64
6720093, 6720093;6720093;6720093;1.200;;PIN: LOCK,0.055 DIA,;16243;0.5;Aircraft Parts;, PIN;https://shop.boeing.com/aviation-supply/p/6720093=T5
6720634, 6720634, 6720634;6720634;6720634;28.560;;NUT: .375-24 HEX CHECK,DRLD,;6;0.5;Aircraft Parts;, NUT, ;https://shop.boeing.com/aviation-supply/p/6720634=T5
6-72093-9, 6-72093-9;6720939;6720939;0;Please send RFQ to sales@145.aero for lead time;GROMMET: #10S2 ELEC,;0;0.5;Aircraft Parts;, GROMMET;https://shop.boeing.com/aviation-supply/p/6-72093-9=M1
6720944, 6720944;6720944;6720944;6.630;;BUSHING: #14S7 ELEC,RUBBER,;245;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6720944=T5
6720945, 6720945;6720945;6720945;7.100;;INSERT: #16S1 ELECTRICAL,;213;0.5;Aircraft Parts;, INSERT;https://shop.boeing.com/aviation-supply/p/6720945=T5
6720969, 6720969;6720969;6720969;2288.250;;SHAFT - OIL PUMP DR,;15;0.5;Aircraft Parts;, SHAFT - OIL PUMP DR,;https://shop.boeing.com/aviation-supply/p/6720969=T5
6721451, 6721451;6721451;6721451;200.480;;RING - SNAP 1.500 OD X .054 TH,;83;0.5;Aircraft Parts;, RING - SNAP 1.500 OD X .054 TH,;https://shop.boeing.com/aviation-supply/p/6721451=T5
6721454, 6721454;6721454;6721454;125.460;;NUT - SPANNER .469-32,;58;0.5;Aircraft Parts;, NUT - SPANNER .469-32,;https://shop.boeing.com/aviation-supply/p/6721454=T5
6722207, 6722207;6722207;6722207;4.700;;BUSHING: #12S3 ELEC,RUBBER,;340;0.5;Aircraft Parts;ENGINES, BUSHING;https://shop.boeing.com/aviation-supply/p/6722207=T5
6722982, 6722982, 6722982;6722982;6722982;86.100;;BOLT: HEX HD,ST,;78;0.5;Aircraft Parts, Hardware;, , BOLT;https://shop.boeing.com/aviation-supply/p/6722982=T5
6723059, 6723059;6723059;6723059;80.590;;STRAP: .438X.750 LG,;52;0.5;Aircraft Parts;, STRAP;https://shop.boeing.com/aviation-supply/p/6723059=T5
6723144, 6723144;6723144;6723144;441.000;;SPRING: PROP BRAKE APPLY,;12;0.5;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6723144=T5
6723146, 6723146;6723146;6723146;320.490;;SPRING - PROP BRAKE RELEA,;21;0.5;Aircraft Parts;, SPRING - PROP BRAKE RELEA,;https://shop.boeing.com/aviation-supply/p/6723146=T5
6723179, 6723179;6723179;6723179;3307.500;;GEAR: SCAV PUMP DRIVE,;4;0.5;Aircraft Parts;, GEAR;https://shop.boeing.com/aviation-supply/p/6723179=T5
6723227, 6723227;6723227;6723227;89.250;;BUSHING:,;78;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6723227=T5
6723248, 6723248;6723248;6723248;75.890;;BUSHING: SLEEVE,AL,;63;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6723248=T5
6723249, 6723249;6723249;6723249;46.200;;BUSHING: SLEEVE,AL,;30;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6723249=T5
6723713, 6723713;6723713;6723713;131.250;;BRACKET:,;0;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6723713=T5
6724756, 6724756;6724756;6724756;412.650;;NUT: EXT THREAD,3.188-24,;14;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6724756=T5
6724759, 6724759;6724759;6724759;2944.600;;ADAPTER: TURBINE,COUPLER SHAFT,;2;0.5;Aircraft Parts;, ADAPTER;https://shop.boeing.com/aviation-supply/p/6724759=T5
6728286, 6728286;6728286;6728286;12.080;;BRACKET:,;18;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6728286=T5
6730623, 6730623, 6730623;6730623;6730623;66.950;;SEAL, ORING .176 ID X .070,;44;0.5;Aircraft Parts, Misc;"ENGINES, SEAL; ORING .176 ID X .070;, SEAL, ORING .176 ID X .070,";https://shop.boeing.com/aviation-supply/p/6730623=64
6730786, 6730786;6730786;6730786;122.330;;NUT: .250-28X.219 THK,;35;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6730786=T5
6730833, 6730833;6730833;6730833;51.980;;SCREW: SET,HEX HD,ST,;24;0.5;Aircraft Parts;, SCREW;https://shop.boeing.com/aviation-supply/p/6730833=T5
6730906, 6730906, 6730906;6730906;6730906;1.810;;PIN - LOCK .055 DIA,;13427;0.5;Aircraft Parts, PIN - LOCKING;, PIN - LOCK .055 DIA,, PIN - LOCKING;https://shop.boeing.com/aviation-supply/p/6730906=T5
6730907, 6730907;6730907;6730907;1.260;;PIN - LOCK .055 DIA,;50544;0.5;Aircraft Parts;, PIN - LOCK .055 DIA,;https://shop.boeing.com/aviation-supply/p/6730907=T5
6731108, 6731108;6731108;6731108;1.310;;PIN - LOCK .055 DIA,;23082;0.5;Aircraft Parts;, PIN - LOCK .055 DIA,;https://shop.boeing.com/aviation-supply/p/6731108=T5
6731183, 6731183;6731183;6731183;18189.340;;Rolls-Royce® Bevel St Accessory Main Drive Gear 673118;0;0.5;Aircraft Parts;, GEAR;https://shop.boeing.com/aviation-supply/p/6731183=T5
6732057, 6732057;6732057;6732057;141.670;;RING: COUPL RET,;58;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6732057=T5
6735247, 6735247;6735247;6735247;129.640;;WASHER: ROD END,;23;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6735247=T5
6735545, 6735545;6735545;6735545;669.600;;SCREW: FIL HD,DRILLED,;0;0.5;Aircraft Parts;, SCREW;https://shop.boeing.com/aviation-supply/p/6735545=T5
6735685, 6735685;6735685;6735685;14.810;;TERMINAL: CHROMEL,INSULATOR,;38;0.5;Aircraft Parts;, TERMINAL;https://shop.boeing.com/aviation-supply/p/6735685=T5
6735692, 6735692;6735692;6735692;48.280;;WASHER: .394X1.250X.1,;62;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6735692=T5
6735892, 6735892;6735892;6735892;28.820;;BRACKET:,;5;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6735892=T5
6735944, 6735944;6735944;6735944;54.600;;BRACKET:,;38;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6735944=T5
6736213, 6736213, 6736213;6736213;6736213;186.780;;LOCK: OIL PRESS, REGULATING VALVE PLUG;129;0.5;Aircraft Parts, CAP;, LOCK, CAP;https://shop.boeing.com/aviation-supply/p/6736213=T5
6736913, 6736913;6736913;6736913;717.360;;RING: RETAINING,INT,ST,;29;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6736913=T5
6737017, 6737017;6737017;6737017;55.420;;BRACKET:,;120;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6737017=T5
6737128, 6737128;6737128;6737128;44.950;;UNION - .438-20X.438-20,;14;0.5;Aircraft Parts;, UNION - .438-20X.438-20,;https://shop.boeing.com/aviation-supply/p/6737128=T5
6737186, 6737186;6737186;6737186;1.470;;FERRULE: ELECTRIC CONNECTOR,BR, #20 AWG WIRE;6006;0.5;Aircraft Parts;, FERRULE;https://shop.boeing.com/aviation-supply/p/6737186=T5
6738053, 6738053;6738053;6738053;291.900;;RING - SNAP 2.438 OD X .1,;45;0.5;Aircraft Parts;, RING - SNAP 2.438 OD X .1,;https://shop.boeing.com/aviation-supply/p/6738053=T5
6738077, 6738077;6738077;6738077;19.110;;RING: RETAINING,INT ,ST,;142;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6738077=T5
6738108, 6738108;6738108;6738108;18.640;;GASKET: DIAMOND RND,CRES,;878;0.5;Aircraft Parts;, GASKET;https://shop.boeing.com/aviation-supply/p/6738108=T5
6738112, 6738112, 6738112;6738112;6738112;148.050;;BOLT:,;3;0.5;Aircraft Parts, Hardware;, , BOLT;https://shop.boeing.com/aviation-supply/p/6738112=T5
6738283, 6738283;6738283;6738283;30.040;;SPACER - ROD END,;0;0.5;Aircraft Parts;ENGINES, SPACER - ROD END,;https://shop.boeing.com/aviation-supply/p/6738283=T5
6738476, 6738476;6738476;6738476;651.000;;BRACKET: SHROUD ASSEMBLY,;0;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6738476=T5
6739373, 6739373, 6739373, 6739373;6739373;6739373;21.530;;6739373;3310;0.5;Hardware, Aircraft Parts, GASKET;, , GASKET, GASKET;https://shop.boeing.com/aviation-supply/p/6739373=T5
6739488, 6739488;6739488;6739488;1034.540;;TUBE: PINION GEAR JET, ATTACHING PART,OIL ASSEMBLY;0;0.5;Aircraft Parts;ENGINES, TUBE;https://shop.boeing.com/aviation-supply/p/6739488=T5
6739629, 6739629;6739629;6739629;1132.560;;ELBOW: #6 TO 90DEG R,;20;0.5;Aircraft Parts;, ELBOW;https://shop.boeing.com/aviation-supply/p/6739629=T5
6739827, 6739827;6739827;6739827;13.130;;LOCKTAB: EXTN SHAFT BOLT,;592;0.5;Aircraft Parts;, LOCKTAB;https://shop.boeing.com/aviation-supply/p/6739827=T5
6739835, 6739835;6739835;6739835;79.330;;COVER: ACCESS,FLT,;27;0.5;Aircraft Parts;, COVER;https://shop.boeing.com/aviation-supply/p/6739835=T5
6739861, 6739861;6739861;6739861;74.110;;RING: RET. 3.750 BORE,;28;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6739861=T5
6739865, 6739865;6739865;6739865;19.840;;WASHER: TAB LOCK,;1610;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6739865=T5
6739873, 6739873, 6739873;6739873;6739873;96.300;;BOLT: DBL HEX HD,CRES, DRILLED;0;0.5;Aircraft Parts, Hardware;, , BOLT;https://shop.boeing.com/aviation-supply/p/6739873=T5
6739977, 6739977;6739977;6739977;16.280;;PIN - LKG .094X.21,;337;0.5;Aircraft Parts;, PIN - LKG .094X.21,;https://shop.boeing.com/aviation-supply/p/6739977=T5
6745123, 6745123;6745123;6745123;5.250;;WASHER:,;529;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6745123=T5
6746974, 6746974, 6746974, 6746974;6746974;6746974;21.450;;NUT: HEX HD,SLF-LKG,ST,;1575;0.5;Aircraft Parts, Misc;", ENGINES, NUT: HEX HD;SLF-LKG;ST;, NUT";https://shop.boeing.com/aviation-supply/p/6746974=64
6746975, 6746975, 6746975, 6746975;6746975;6746975;27.530;;NUT: HEX HD,PLAIN,CRES, EXTENDED WASHER;1148;0.5;Aircraft Parts, Misc;, ENGINES, NUT, NUT;https://shop.boeing.com/aviation-supply/p/6746975=64
6747015, 6747015;6747015;6747015;20.210;;BRACKET: DBL ANGLE,ST,;25;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6747015=T5
6780208, 6780208;6780208;6780208;4.870;;GROMMET: CONNECTOR,ELECTRIC, #16S8;93;0.5;Aircraft Parts;ENGINES, GROMMET;https://shop.boeing.com/aviation-supply/p/6780208=T5
6780787, 6780787;6780787;6780787;399.480;;CLAMP:,;0;0.5;Aircraft Parts;, CLAMP;https://shop.boeing.com/aviation-supply/p/6780787=T5
6780869, 6780869;6780869;6780869;26.510;;BOLT:,;0;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6780869=T5
6780888, 6780888;6780888;6780888;1176.000;;Rolls-Royce® Bushing 678088;91;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6780888=T5
6781025, 6781025;6781025;6781025;177.450;;WASHER: LOCK,ST,;16;0.5;Aircraft Parts;, WASHER;https://shop.boeing.com/aviation-supply/p/6781025=T5
6781028, 6781028, 6781028;6781028;6781028;86.620;;SCREW: LEVER ADJUSTING,;0;0.5;Aircraft Parts, Hardware;, , SCREW;https://shop.boeing.com/aviation-supply/p/6781028=T5
6781285, 6781285;6781285;6781285;63.960;;SNAP RING - .625 BORE IN,;86;0.5;Aircraft Parts;, SNAP RING - .625 BORE IN,;https://shop.boeing.com/aviation-supply/p/6781285=T5
6781589, 6781589;6781589;6781589;7.980;;GASKET: PROP CONTROL SHA,;0;0.5;Aircraft Parts;, GASKET;https://shop.boeing.com/aviation-supply/p/6781589=T5
6781679, 6781679;6781679;6781679;3826.680;;GEAR: SPUR,OIL PUMP DRIVE,ST,;4;0.5;Aircraft Parts;, GEAR;https://shop.boeing.com/aviation-supply/p/6781679=T5
6782249, 6782249;6782249;6782249;24.630;;NUT - 10-32 THD DRLD,;187;0.5;Aircraft Parts;ENGINES, NUT - 10-32 THD DRLD,;https://shop.boeing.com/aviation-supply/p/6782249=T5
6782273, 6782273;6782273;6782273;1155.610;;SWITCH - 250 DEG HERMETIC ASSE,;24;0.5;Aircraft Parts;, SWITCH - 250 DEG HERMETIC ASSE,;https://shop.boeing.com/aviation-supply/p/6782273=T5
6782277, 6782277, 6782277;6782277;6782277;195.300;;ELBOW - .750-16X.875-14 90 D,;0;0.5;"""ELBOW,TUBE TO BOSS"", Aircraft Parts";"""ELBOW,TUBE TO BOSS"", , ELBOW - .750-16X.875-14 90 D,";https://shop.boeing.com/aviation-supply/p/6782277=T5
6782914, 6782914;6782914;6782914;756.670;;BUSHING: DELIVERY FLANGE, REDUCTION GEAR ASSEMBLY;10;0.5;Aircraft Parts;ENGINES, BUSHING;https://shop.boeing.com/aviation-supply/p/6782914=T5
6783397, 6783397;6783397;6783397;4.880;;PIN - STEPPED LKG,;10984;0.5;Aircraft Parts;, PIN - STEPPED LKG,;https://shop.boeing.com/aviation-supply/p/6783397=T5
6783487, 6783487;6783487;6783487;259.950;;CAP - PRESS. REG VALVE,;0;0.5;Aircraft Parts;, CAP - PRESS. REG VALVE,;https://shop.boeing.com/aviation-supply/p/6783487=T5
6783497, 6783497;6783497;6783497;8.230;;SEAT: VALVE,FLT BYPASS,;0;0.5;Aircraft Parts;, SEAT;https://shop.boeing.com/aviation-supply/p/6783497=T5
6783679, 6783679;6783679;6783679;218.400;;BRACKET: TURBINE LIFTING,;16;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6783679=T5
6783834, 6783834;6783834;6783834;5367.290;;SLEEVE: DIFFUSER COMB INNER CA,;0;0.5;Aircraft Parts;ENGINES, SLEEVE;https://shop.boeing.com/aviation-supply/p/6783834=T5
6783909, 6783909;6783909;6783909;86.940;;BRACKET: DIFFUSER PRESS OIL,;41;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6783909=T5
6784006, 6784006, 6784006;6784006;6784006;49.130;;BOLT:,;232;0.5;Aircraft Parts;, , BOLT;https://shop.boeing.com/aviation-supply/p/6784006=T5
6784014, 6784014;6784014;6784014;55.550;;PLUG: COMPR EXTEN SHAFT,;29;0.5;Aircraft Parts;, PLUG;https://shop.boeing.com/aviation-supply/p/6784014=T5
6784017, 6784017;6784017;6784017;111.300;;BOLT:,;30;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6784017=T5
6784102, 6784102;6784102;6784102;109.200;;BOLT: DBL HEX HD,CRES, DRILLED;4;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6784102=T5
6784103, 6784103;6784103;6784103;205.500;;BOLT:,;0;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6784103=T5
6784105, 6784105, 6784105;6784105;6784105;33.510;;STUD:,;0;0.5;Aircraft Parts, Hardware;, , STUD;https://shop.boeing.com/aviation-supply/p/6784105=T5
6784106, 6784106;6784106;6784106;126.330;;BUSHING:,;38;0.5;Aircraft Parts;ENGINES, BUSHING;https://shop.boeing.com/aviation-supply/p/6784106=T5
6784121, 6784121;6784121;6784121;150.540;;FITTING: UNION,FLARED TUBE .37,;56;0.5;Aircraft Parts;, FITTING;https://shop.boeing.com/aviation-supply/p/6784121=T5
6784182, 6784182;6784182;6784182;47.010;;BRACKET:,;73;0.5;Aircraft Parts;ENGINES, BRACKET;https://shop.boeing.com/aviation-supply/p/6784182=T5
6784305, 6784305;6784305;6784305;2.500;;WASHER - .250 TAB CRES,;16015;0.5;Aircraft Parts;, WASHER - .250 TAB CRES,;https://shop.boeing.com/aviation-supply/p/6784305=T5
6784334, 6784334;6784334;6784334;44.210;;SPRING:,;14;0.5;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6784334=T5
6784451, 6784451;6784451;6784451;159.520;;BRACKET:,;17;0.5;Aircraft Parts;, BRACKET;https://shop.boeing.com/aviation-supply/p/6784451=T5
6784531, 6784531, 6784531;6784531;6784531;10.610;;Rolls-Royce® .250-28 Hex Cap Nut 678453;3205;0.5;NUT, Aircraft Parts;NUT, , NUT - .250-28 HEX CAP,;https://shop.boeing.com/aviation-supply/p/6784531=T5
6784633, 6784633, 6784633;6784633;6784633;16.000;;BOLT:,;463;0.5;Aircraft Parts, Hardware;, , BOLT;https://shop.boeing.com/aviation-supply/p/6784633=T5
6784642, 6784642;6784642;6784642;32.340;;BUSHING:,;42;0.5;Aircraft Parts;, BUSHING;https://shop.boeing.com/aviation-supply/p/6784642=T5
6784643, 6784643;6784643;6784643;168.000;;BOLT:,;52;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6784643=T5
6784662, 6784662, 6784662, 6784662;6784662;6784662;54.630;;SCREW:,;736;0.5;Aircraft Parts, Hardware;, , , SCREW;https://shop.boeing.com/aviation-supply/p/6784662=T5
6784685, 6784685;6784685;6784685;1374.800;;BOLT: DBL HEX HD,;15;0.5;Aircraft Parts;, BOLT;https://shop.boeing.com/aviation-supply/p/6784685=T5
6784708, 6784708;6784708;6784708;34.970;;SPRING:,;26;0.5;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6784708=T5
6784729, 6784729, 6784729;6784729;6784729;181.650;;INSERT: THREAD,;22;0.5;Aircraft Parts, Hardware;, , INSERT;https://shop.boeing.com/aviation-supply/p/6784729=T5
6784766, 6784766;6784766;6784766;5.180;;PIN:,;54;0.5;Aircraft Parts;, PIN;https://shop.boeing.com/aviation-supply/p/6784766=T5
6784779, 6784779;6784779;6784779;97.740;;RING - .938 OD INT RET,;26;0.5;Aircraft Parts;, RING - .938 OD INT RET,;https://shop.boeing.com/aviation-supply/p/6784779=T5
6784788, 6784788, 6784788;6784788;6784788;50.850;;BOLT: ST,;0;0.5;Aircraft Parts, Hardware;, , BOLT;https://shop.boeing.com/aviation-supply/p/6784788=T5
6784900, 6784900, 6784900;6784900;6784900;40.900;;STUD:,;0;0.5;Aircraft Parts, Hardware;, , STUD;https://shop.boeing.com/aviation-supply/p/6784900=T5
6784956, 6784956, 6784956;6784956;6784956;14.390;;Rolls-Royce® ST Key Washer 678495;16816;0.5;WASHER, Aircraft Parts;WASHER, , WASHER;https://shop.boeing.com/aviation-supply/p/6784956=T5
6785053, 6785053;6785053;6785053;439.480;;NUT: TIE BOLT LOCK,ST,;13;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6785053=T5
6785054, 6785054;6785054;6785054;20.370;;RING - LOCK 2.250 DIA,;100;0.5;Aircraft Parts;, RING - LOCK 2.250 DIA,;https://shop.boeing.com/aviation-supply/p/6785054=T5
6785084, 6785084;6785084;6785084;0;Please send RFQ to sales@145.aero for lead time;NUT: CLAMP,BEARING,TURBINE,REAR,ST,;0;0.5;Aircraft Parts;, NUT;https://shop.boeing.com/aviation-supply/p/6785084=T5
6785232, 6785232;6785232;6785232;4343.000;;CAGE: BEARING,REAR, HOUSING;8;0.5;Aircraft Parts;, CAGE;https://shop.boeing.com/aviation-supply/p/6785232=T5
6785234, 6785234;6785234;6785234;7192.500;;SUPPORT - TURBINE SCAV OI ASSE,;0;0.5;Aircraft Parts;, SUPPORT - TURBINE SCAV OI ASSE,;https://shop.boeing.com/aviation-supply/p/6785234=T5
6785647, 6785647;6785647;6785647;1660.980;;HOSE: BALANCE AIR,ASSEMBLY,;0;0.5;Aircraft Parts;, HOSE;https://shop.boeing.com/aviation-supply/p/6785647=T5
6785757, 6785757;6785757;6785757;85.050;;SPRING: RING GEAR,FRT,;401;0.5;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6785757=T5
6785758, 6785758;6785758;6785758;612.130;;SPRING: RING GEAR,REAR,;37;0.5;Aircraft Parts;, SPRING;https://shop.boeing.com/aviation-supply/p/6785758=T5
6786247, 6786247;6786247;6786247;577.710;;BLANKET: INSULATION,THERMAL,;40;0.5;Aircraft Parts;, BLANKET;https://shop.boeing.com/aviation-supply/p/6786247=T5
6786353, 6786353;6786353;6786353;2222.490;;JET - FRONT COMPR BEARING ASSE,;0;0.5;Aircraft Parts;, JET - FRONT COMPR BEARING ASSE,;https://shop.boeing.com/aviation-supply/p/6786353=T5
6786367, 6786367;6786367;6786367;3010.000;;SPACER: COLLECTOR COMPR AIR BL,;0;0.5;Aircraft Parts;, SPACER;https://shop.boeing.com/aviation-supply/p/6786367=T5
6786483, 6786483;6786483;6786483;245.700;;WEIGHT: COUNTERBALANCE,RING,;0;0.5;Aircraft Parts;, WEIGHT;https://shop.boeing.com/aviation-supply/p/6786483=T5
6786556, 6786556;6786556;6786556;62475.000;;Rolls-Royce® Ring Gear Coupling 678655;7;0.5;Aircraft Parts;ENGINES, COUPLING - RING GEAR,;https://shop.boeing.com/aviation-supply/p/6786556=T5
6786764, 6786764;6786764;6786764;835.920;;SPACER: COLLECTOR COMPR A,;0;0.5;Aircraft Parts;, SPACER;https://shop.boeing.com/aviation-supply/p/6786764=T5
6786766, 6786766;6786766;6786766;109.710;;RING: COMPRESSOR,BOLT, AIR BLEED;661;0.5;Aircraft Parts;, RING;https://shop.boeing.com/aviation-supply/p/6786766=T5
6787375, 6787375, 6787375;6787375;6787375;44.420;;DOWEL: ST, .25X.69 LG;92;0.5;PIN, SHOULDER, HEADLESS, Aircraft Parts;PIN, SHOULDER, HEADLESS, , DOWEL;https://shop.boeing.com/aviation-supply/p/6787375=T5
